Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,text,twitter_text,text_Description14,twitter_text_Description14,text_doc_index,text_sent_index,text_neg,text_neu,text_pos,text_compound,text_sentence,twitter_text_doc_index,twitter_text_sent_index,twitter_text_neg,twitter_text_neu,twitter_text_pos,twitter_text_compound,twitter_text_sentence
11/06/18,RELIANCE,EQ,984.35,987.1,999.95,979.05,980.05,982.65,991.25,6866053,"Airtel Has approached the Advertising Standards Council of India, accusing Reliance Jio Infocomm of making false and misleading claims in its latest advertisement,Reliance Industries' subsidiary Reliance Brands purchased 100% stake in Rhea Retail","With an eye on $33 bn debt pile, #RIL making room to add $3 bn to borrowings

https://t.co/8nG7l4qNzj

#reliance #MukeshAmbani https://t.co/9tbFtCh5eH",airtel has approached the advertising standards council of india accusing reliance jio infocomm of making false and misleading claims in its latest advertisement reliance industries subsidiary reliance brands purchased 100 stake in rhea retail,with an eye on 33 bn debt pile ril making room to add 3 bn to borrowings reliance mukeshambani ,178,0,0.121,0.879,0,-0.5267,airtel has approached the advertising standards council of india accusing reliance jio infocomm of making false and misleading claims in its latest advertisement reliance industries subsidiary reliance brands purchased 100 stake in rhea retail,93,0,0.122,0.878,0,-0.3612,with an eye on 33 bn debt pile ril making room to add 3 bn to borrowings reliance mukeshambani
12/06/18,RELIANCE,EQ,982.65,983.4,1000,980.3,999.4,997.15,991.14,7445221,,,,,,,,,,,,,,,,,,
13/06/18,RELIANCE,EQ,997.15,1000,1005.9,989.5,1002.5,1002.5,999.25,5926020,Reliance Industries has acquired 73% stake in AI firm Embibe,,reliance industries has acquired 73 stake in ai firm embibe,,179,0,0,1,0,0,reliance industries has acquired 73 stake in ai firm embibe,,,,,,,
14/06/18,RELIANCE,EQ,1002.5,997.45,1011.8,987.4,1007,1007.95,1001.22,5484867,Reliance Jio Infocomm and Airrtel has offered to broadcast the FIFA World Cup 2018 live to its users through their respective television applications,,reliance jio infocomm and airrtel has offered to broadcast the fifa world cup 2018 live to its users through their respective television applications,,180,0,0,0.887,0.113,0.4215,reliance jio infocomm and airrtel has offered to broadcast the fifa world cup 2018 live to its users through their respective television applications,,,,,,,
15/06/18,RELIANCE,EQ,1007.95,1006,1023.5,999.25,1012.45,1014.2,1015.48,11294702,,,,,,,,,,,,,,,,,,
18/06/18,RELIANCE,EQ,1014.2,1008.8,1020.45,1007,1014.1,1015.55,1014.97,5652374,Reliance Is investing in setting up India's first carbon fibre manufacturing unit to cater to aerospace and defence needs,,reliance is investing in setting up india s first carbon fibre manufacturing unit to cater to aerospace and defence needs,,181,0,0,0.931,0.069,0.1027,reliance is investing in setting up india s first carbon fibre manufacturing unit to cater to aerospace and defence needs,,,,,,,
19/06/18,RELIANCE,EQ,1015.55,1013.9,1014.8,993.65,995.6,996.05,1002.7,6346101,,,,,,,,,,,,,,,,,,
20/06/18,RELIANCE,EQ,996.05,996,1022.9,994.85,1019.2,1019.25,1015.65,7193824,,,,,,,,,,,,,,,,,,
21/06/18,RELIANCE,EQ,1019.25,1023.45,1036,1021.3,1031.6,1031.95,1030.56,10509756,,,,,,,,,,,,,,,,,,
22/06/18,RELIANCE,EQ,1031.95,1028.4,1029.2,1008.45,1011.65,1012.5,1014.6,16169978,,,,,,,,,,,,,,,,,,
25/06/18,RELIANCE,EQ,1012.5,1011.4,1016.5,1002.3,1005,1004.45,1010.49,5197694,"SAT has directed the SEBI to pass fresh orders in the case of Reliance's non-disclosure of acquisition of Network18 ,Reliance may list RJio in next 2-3 years if consumer businesses revenue tops refinery ops",,sat has directed the sebi to pass fresh orders in the case of reliance s non disclosure of acquisition of network18 reliance may list rjio in next 2 3 years if consumer businesses revenue tops refinery ops,,182,0,0,0.862,0.138,0.6808,sat has directed the sebi to pass fresh orders in the case of reliance s non disclosure of acquisition of network18 reliance may list rjio in next 2 3 years if consumer businesses revenue tops refinery ops,,,,,,,
26/06/18,RELIANCE,EQ,1004.45,1006,1006,975.25,978.3,978.95,986.72,8068585,Reliance Jio Infocomm signed USD1 billion equivalent term loan facility covered by Korea Trade  Insurance Corporation ,,reliance jio infocomm signed usd1 billion equivalent term loan facility covered by korea trade insurance corporation ,,183,0,0,1,0,0,reliance jio infocomm signed usd1 billion equivalent term loan facility covered by korea trade insurance corporation,,,,,,,
27/06/18,RELIANCE,EQ,978.95,978.5,985.4,962.7,963.7,965.85,973.82,8958555,"Reliance Jio net added 9.63 mln users in April, highest among all telecom companies and nearly twice as its nearest rival Idea",,reliance jio net added 9.63 mln users in april highest among all telecom companies and nearly twice as its nearest rival idea,,184,0,0,1,0,0,reliance jio net added 9.63 mln users in april highest among all telecom companies and nearly twice as its nearest rival idea,,,,,,,
28/06/18,RELIANCE,EQ,965.85,962,968.5,940.3,948,944.95,952.67,8581234,"Reliance arm Reliance Jio Infocomm has generated revenues of 6217cr  rupees in the quarter ended March, up 15% on-quarter",,reliance arm reliance jio infocomm has generated revenues of 6217cr rupees in the quarter ended march up 15 on quarter,,185,0,0,1,0,0,reliance arm reliance jio infocomm has generated revenues of 6217cr rupees in the quarter ended march up 15 on quarter,,,,,,,
29/06/18,RELIANCE,EQ,944.95,949.1,975.5,949,973.2,972.45,967.48,7966401,"Reliance Retail is entering wholesale fashion and lifestyle products segment through both offline and online channels, as the company's unit aims to tap the largely unorganised bulk business of garments and accessories,Reliance Jio Infocomm is offering a cashback of 1,800 rupees to subscribers who purchase 4G smartphones from Oppo,Reliance has submitted an application to the Reserve Bank of India seeking its approval for merger of the company's US-based subsidiary Reliance Holdings USA Inc with its domestic subsidiary Reliance Energy Generation and Distribution",,reliance retail is entering wholesale fashion and lifestyle products segment through both offline and online channels as the company s unit aims to tap the largely unorganised bulk business of garments and accessories reliance jio infocomm is offering a cashback of 1 800 rupees to subscribers who purchase 4g smartphones from oppo reliance has submitted an application to the reserve bank of india seeking its approval for merger of the company s us based subsidiary reliance holdings usa inc with its domestic subsidiary reliance energy generation and distribution,,186,0,0.016,0.927,0.057,0.5719,reliance retail is entering wholesale fashion and lifestyle products segment through both offline and online channels as the company s unit aims to tap the largely unorganised bulk business of garments and accessories reliance jio infocomm is offering a cashback of 1 800 rupees to subscribers who purchase 4g smartphones from oppo reliance has submitted an application to the reserve bank of india seeking its approval for merger of the company s us based subsidiary reliance holdings usa inc with its domestic subsidiary reliance energy generation and distribution,,,,,,,
02/07/18,RELIANCE,EQ,972.45,972.35,972.35,957,960.05,960.6,962.14,6660916,,,,,,,,,,,,,,,,,,
03/07/18,RELIANCE,EQ,960.6,965,978.45,960.35,972.2,971.3,972.1,5067261,,,,,,,,,,,,,,,,,,
04/07/18,RELIANCE,EQ,971.3,971.8,992,971,991,990.1,982.92,5000724,,,,,,,,,,,,,,,,,,
05/07/18,RELIANCE,EQ,990.1,997,1008.4,958.6,964.65,964.5,988.25,18719353,"Reliance launches JioGiga TV, a set-top box with ability to play videos at 4K resolution,Reliance launches advanced fiber-based broadband connectivity service called JioGigaFibre,Reliance Industries arm Reliance brand buys 12.5% stake in Future 101 Design for 9.5 cr rupees ,Reliance Jio fared poorly in the Telecom Regulatory Authority of India's quality of service norms which require a telco's customer care centre to answer consumer complaints within a stipulated time","#RILAGM | Interesting fact about the amount #Reliance Industries pays in taxes 

#MukeshAmbani @reliancejio @flameoftruth https://t.co/IF0dxaGqRD,#Reliance everywhere: How the company will become the very Fiber of your life | https://t.co/adXKgl0xFr https://t.co/4k3Zqfg150,#RILAGM | #Reliance to focus on oil-to-chemicals conversion
https://t.co/8jxIy70FXL,#RILAGM | #Reliance Retail sold 5 lakh tonne of groceries,#Reliance Communications gets this Rs 2,000 crore good news! 
https://t.co/dutZyeFayU",reliance launches jiogiga tv a set top box with ability to play videos at 4k resolution reliance launches advanced fiber based broadband connectivity service called jiogigafibre reliance industries arm reliance brand buys 12.5 stake in future 101 design for 9.5 cr rupees reliance jio fared poorly in the telecom regulatory authority of india s quality of service norms which require a telco s customer care centre to answer consumer complaints within a stipulated time, rilagm interesting fact about the amount reliance industries pays in taxes mukeshambani reliancejio flameoftruth everywhere how the company will become the very fiber of your life reliance to focus on oil to chemicals conversion reliance retail sold 5 lakh tonne of groceries reliance communications gets this rs 2 000 crore good news ,187,0,0.033,0.81,0.157,0.8074,reliance launches jiogiga tv a set top box with ability to play videos at 4k resolution reliance launches advanced fiber based broadband connectivity service called jiogigafibre reliance industries arm reliance brand buys 12.5 stake in future 101 design for 9.5 cr rupees reliance jio fared poorly in the telecom regulatory authority of india s quality of service norms which require a telco s customer care centre to answer consumer complaints within a stipulated time,94,0,0,0.899,0.101,0.6808, rilagm interesting fact about the amount reliance industries pays in taxes mukeshambani reliancejio flameoftruth everywhere how the company will become the very fiber of your life reliance to focus on oil to chemicals conversion reliance retail sold 5 lakh tonne of groceries reliance communications gets this rs 2 000 crore good news
06/07/18,RELIANCE,EQ,964.5,964.75,983,964.5,977.5,977.55,977.82,9161266,,,,,,,,,,,,,,,,,,
09/07/18,RELIANCE,EQ,977.55,987.1,1000,983.5,996,997.1,991.93,5170189,Reliance Industries plans to supply jet fuel to Mumbai airport,,reliance industries plans to supply jet fuel to mumbai airport,,188,0,0,1,0,0,reliance industries plans to supply jet fuel to mumbai airport,,,,,,,
10/07/18,RELIANCE,EQ,997.1,1002.75,1028.5,1000,1027.5,1025.7,1018.86,10444513,"RIL-BP JV bids for licence to retail gas in 15 cities while Indraprastha Gas bids for 13 cities,Anti-dumping duty imposed on Chinese high tenacity polyester yarns","#Reliance to bid for city gas distribution licence 
https://t.co/1CjZ2wyr4R,#Reliance Industries stock jumps 2.6% over this #RelianceJio booster shot https://t.co/hfIJKmxpDO https://t.co/bOKORemiJT",ril bp jv bids for licence to retail gas in 15 cities while indraprastha gas bids for 13 cities anti dumping duty imposed on chinese high tenacity polyester yarns, reliance to bid for city gas distribution licence industries stock jumps 2.6 over this reliancejio booster shot ,189,0,0.185,0.815,0,-0.5994,ril bp jv bids for licence to retail gas in 15 cities while indraprastha gas bids for 13 cities anti dumping duty imposed on chinese high tenacity polyester yarns,95,0,0,1,0,0, reliance to bid for city gas distribution licence industries stock jumps 2.6 over this reliancejio booster shot
11/07/18,RELIANCE,EQ,1025.7,1025,1040.9,1017.85,1040,1038.8,1030.85,8665072,,,,,,,,,,,,,,,,,,
12/07/18,RELIANCE,EQ,1038.8,1044.35,1099,1042.6,1080.9,1082.35,1080.29,24109297,Reliance Jio Infocomm aims to reimagine India with artificial intelligence,"#Reliance reclaims $100 billion market cap mark after 11 years https://t.co/gcEawdVyAe https://t.co/u8EggaC9ij,RCom calls DoT's approach on one-time spectrum charge discriminatory

https://t.co/3qYFPif7Cd

#Reliance #Telecommunications https://t.co/2v329A1tyq",reliance jio infocomm aims to reimagine india with artificial intelligence, reliance reclaims 100 billion market cap mark after 11 years calls dot s approach on one time spectrum charge discriminatory reliance telecommunications ,190,0,0,0.744,0.256,0.4767,reliance jio infocomm aims to reimagine india with artificial intelligence,96,0,0,1,0,0, reliance reclaims 100 billion market cap mark after 11 years calls dot s approach on one time spectrum charge discriminatory reliance telecommunications
13/07/18,RELIANCE,EQ,1082.35,1080.5,1109,1080,1101,1099.8,1098.67,17967282,,,,,,,,,,,,,,,,,,
16/07/18,RELIANCE,EQ,1099.8,1099.8,1108.9,1073.05,1078.65,1076.2,1082.43,6595781,,,,,,,,,,,,,,,,,,
17/07/18,RELIANCE,EQ,1076.2,1078.3,1095.95,1069.6,1094,1092.35,1085.22,6469256,,"What do Mukesh Ambani, Baba Ramdev and Ritesh Agarwal, the founder of OYO Rooms, have in common? 

@reliancejio
@oyorooms
@riteshagar 
@yogrishiramdev 

https://t.co/FJ5Qhu1IXq

#reliance #reliancejio
#oyorooms #patanjali https://t.co/I3y6EUe789,Jio, Oyo and Patanjali: What have these disruptors taught us? @shailesh_dobhal explains 

@reliancejio
@oyorooms
@riteshagar 
@yogrishiramdev 

https://t.co/FJ5QhtK7yQ

#reliance #reliancejio
#oyorooms #patanjali https://t.co/KlfXzxn1mt",,what do mukesh ambani baba ramdev and ritesh agarwal the founder of oyo rooms have in common reliancejio oyorooms riteshagar yogrishiramdev reliance reliancejio oyorooms patanjali oyo and patanjali what have these disruptors taught us shailesh dobhal explains reliancejio oyorooms riteshagar yogrishiramdev reliance reliancejio oyorooms patanjali ,,,,,,,,97,0,0,1,0,0,what do mukesh ambani baba ramdev and ritesh agarwal the founder of oyo rooms have in common reliancejio oyorooms riteshagar yogrishiramdev reliance reliancejio oyorooms patanjali oyo and patanjali what have these disruptors taught us shailesh dobhal explains reliancejio oyorooms riteshagar yogrishiramdev reliance reliancejio oyorooms patanjali
18/07/18,RELIANCE,EQ,1092.35,1098.4,1104.6,1077.3,1093.3,1092.55,1091.64,4682099,Reliance Jio Infocomm has topped the chart of fastest 4G telecom operators with an average peak download speed of 22.3 mbps on its network while Idea registered highest upload speed in May,,reliance jio infocomm has topped the chart of fastest 4g telecom operators with an average peak download speed of 22.3 mbps on its network while idea registered highest upload speed in may,,191,0,0,1,0,0,reliance jio infocomm has topped the chart of fastest 4g telecom operators with an average peak download speed of 22.3 mbps on its network while idea registered highest upload speed in may,,,,,,,
19/07/18,RELIANCE,EQ,1092.55,1093.3,1115,1086.35,1114.35,1104.85,1098.53,5433617,Airtel Has added 35.9 mln subscribers in May. Idea Cellular net lost 2.5 mln users in May.  Reliance Jio Infocomm continued it stellar run by adding 9.35 mln subscribers in May,,airtel has added 35.9 mln subscribers in may. idea cellular net lost 2.5 mln users in may. reliance jio infocomm continued it stellar run by adding 9.35 mln subscribers in may,,192,3,0.223,2.777,0,-0.3182,airtel has added 35.9 mln subscribers in may.idea cellular net lost 2.5 mln users in may.reliance jio infocomm continued it stellar run by adding 9.35 mln subscribers in may,,,,,,,
20/07/18,RELIANCE,EQ,1104.85,1113.4,1138.5,1111.9,1127.65,1128.65,1125.34,8018150,,,,,,,,,,,,,,,,,,
23/07/18,RELIANCE,EQ,1128.65,1129.8,1129.8,1113.1,1120.5,1120.3,1119.33,5842496,Chief technology officers of telecom operators Reliance Jio and Airtel have resigned from their respective companies,,chief technology officers of telecom operators reliance jio and airtel have resigned from their respective companies,,193,0,0.106,0.745,0.149,0.2023,chief technology officers of telecom operators reliance jio and airtel have resigned from their respective companies,,,,,,,
24/07/18,RELIANCE,EQ,1120.3,1122,1126.75,1107.4,1111,1110.95,1115.46,4469144,Reliance is setting up its own production house to create original web series and short films for subscribers of its telecom unit Reliance Jio Infocomm Ltd,,reliance is setting up its own production house to create original web series and short films for subscribers of its telecom unit reliance jio infocomm ltd,,194,0,0,0.845,0.155,0.5267,reliance is setting up its own production house to create original web series and short films for subscribers of its telecom unit reliance jio infocomm ltd,,,,,,,
25/07/18,RELIANCE,EQ,1110.95,1110,1123,1104.2,1112.65,1115.15,1116.21,5949680,,"#Reliance Industries is setting up its own production house to develop original web series and short films for #Jio customers 
https://t.co/EZIH1LLclF",, reliance industries is setting up its own production house to develop original web series and short films for jio customers ,,,,,,,,98,0,0,0.892,0.108,0.3182, reliance industries is setting up its own production house to develop original web series and short films for jio customers
26/07/18,RELIANCE,EQ,1115.15,1110.1,1121.5,1107.8,1112.1,1110.65,1113.9,6424867,,,,,,,,,,,,,,,,,,
27/07/18,RELIANCE,EQ,1110.65,1119.5,1137.4,1112.15,1128,1129.85,1127.43,6679468,,"#Reliance Jio Q1 result | Standalone revenue from operations of Rs 8,109 crore (13.8% QoQ growth) — read all highlights here. https://t.co/DC6HJzXN4T",, reliance jio q1 result standalone revenue from operations of rs 8 109 crore 13.8 qoq growth read all highlights here. ,,,,,,,,99,0,0,0.88,0.12,0.3818, reliance jio q1 result standalone revenue from operations of rs 8 109 crore 13.8 qoq growth read all highlights here.
30/07/18,RELIANCE,EQ,1129.85,1130,1157.3,1128,1152,1151.4,1143.36,13872467,"Reliance Industries Limited is in discussions to acquire 5% equity stake in VAKT Holdings Limited (VHL) - UK, a closely held start up entity engaged in the technology space, for a sum not exceeding USD 5 million.,Reliance likely has agreed to sell its entire 70% stake Gujarat's Cambay Basin block to Sun Petrochemicals for an undisclosed amount,Reliance arm Reliance Retail likely has launched an online shop front for its smartphone and electronics format Reliance Digital",,reliance industries limited is in discussions to acquire 5 equity stake in vakt holdings limited vhl uk a closely held start up entity engaged in the technology space for a sum not exceeding usd 5 million. reliance likely has agreed to sell its entire 70 stake gujarat s cambay basin block to sun petrochemicals for an undisclosed amount reliance arm reliance retail likely has launched an online shop front for its smartphone and electronics format reliance digital,,195,1,0.161,1.689,0.149,-0.103,reliance industries limited is in discussions to acquire 5 equity stake in vakt holdings limited vhl uk a closely held start up entity engaged in the technology space for a sum not exceeding usd 5 million.reliance likely has agreed to sell its entire 70 stake gujarat s cambay basin block to sun petrochemicals for an undisclosed amount reliance arm reliance retail likely has launched an online shop front for its smartphone and electronics format reliance digital,,,,,,,
31/07/18,RELIANCE,EQ,1151.4,1151,1190.4,1147.15,1184.15,1186,1171.82,13875377,,,,,,,,,,,,,,,,,,
01/08/18,RELIANCE,EQ,1186,1190.4,1202.9,1185.4,1188.7,1192.35,1193.58,9704295, An arbitration panel has issued an award in favour of Reliance-led consortium in the gas migration dispute case,, an arbitration panel has issued an award in favour of reliance led consortium in the gas migration dispute case,,196,0,0.108,0.637,0.255,0.5719, an arbitration panel has issued an award in favour of reliance led consortium in the gas migration dispute case,,,,,,,
02/08/18,RELIANCE,EQ,1192.35,1191.5,1191.5,1165.95,1169.1,1168.35,1174.13,6248975,,"#BREAKING on #JioPaymentsBank | #Reliance and #SBI sign MoU to bring next
generation bilateral experience with exclusive digital Banking, Payments and Commerce journeys for customers @TheOfficialSBI @reliancejio",, breaking on jiopaymentsbank reliance and sbi sign mou to bring next generation bilateral experience with exclusive digital banking payments and commerce journeys for customers theofficialsbi reliancejio,,,,,,,,100,0,0,0.943,0.057,0.128, breaking on jiopaymentsbank reliance and sbi sign mou to bring next generation bilateral experience with exclusive digital banking payments and commerce journeys for customers theofficialsbi reliancejio
03/08/18,RELIANCE,EQ,1168.35,1175,1183.5,1169.55,1175.4,1176.95,1175.98,6645397,"Reliance Brands Limited, a subsidiary of the Company, has purchased an additional 2.36% equity stake in Genesis Colors Limited (GCL) for about Rs. 9.89 crore, taking its total stake in GCL to 11.65%,Reliance : Jio and SBI are entering into a digital partnership aimed to increase SBI’s digital customer base multi-fold. MyJio, mobile applications will now bring in financial services capabilities of SBI and Jio Payments Bank",,reliance brands limited a subsidiary of the company has purchased an additional 2.36 equity stake in genesis colors limited gcl for about rs. 9.89 crore taking its total stake in gcl to 11.65 reliance jio and sbi are entering into a digital partnership aimed to increase sbi s digital customer base multi fold. myjio mobile applications will now bring in financial services capabilities of sbi and jio payments bank,,197,3,0.153,2.774,0.073,-0.1033,reliance brands limited a subsidiary of the company has purchased an additional 2.36 equity stake in genesis colors limited gcl for about rs.9.89 crore taking its total stake in gcl to 11.65 reliance jio and sbi are entering into a digital partnership aimed to increase sbi s digital customer base multi fold.myjio mobile applications will now bring in financial services capabilities of sbi and jio payments bank,,,,,,,
06/08/18,RELIANCE,EQ,1176.95,1176.7,1196,1175.35,1194.45,1192.6,1188.86,4016418,Kotak Bank raised the issue of financial creditors suffering due to the huge haircut proposed in the resolution plan submitted by the RELIANCE-JM Financial ARC combine for ALOK IND at the NCLT,,kotak bank raised the issue of financial creditors suffering due to the huge haircut proposed in the resolution plan submitted by the reliance jm financial arc combine for alok ind at the nclt,,198,0,0.085,0.852,0.063,-0.2023,kotak bank raised the issue of financial creditors suffering due to the huge haircut proposed in the resolution plan submitted by the reliance jm financial arc combine for alok ind at the nclt,,,,,,,
07/08/18,RELIANCE,EQ,1192.6,1194.9,1201.4,1177,1184.7,1184.2,1186.35,4059460,Reliance Ind completes acquisition of 5% stake in Eros Intl PLC at $15/Sh,,reliance ind completes acquisition of 5 stake in eros intl plc at 15 sh,,199,0,0,1,0,0,reliance ind completes acquisition of 5 stake in eros intl plc at 15 sh,,,,,,,
08/08/18,RELIANCE,EQ,1184.2,1185,1222.5,1185,1220.8,1217.7,1204.7,7912437,,,,,,,,,,,,,,,,,,
09/08/18,RELIANCE,EQ,1217.7,1221.5,1231.7,1212,1218.5,1217.95,1221.41,6846928,"Zee has removed all its content from Reliance Jio Infocomm, including 35 live TV channels and more than 200,000 hours of video-on-demand content after failing to arrive at an agreement on price,JioHealthHub, a health and fitness app of subsidary Reliance Jio Infocomm, has partnered with Coimbatore-based iCliniq to expand its presence in the medical consultation app space through a string of tie-ups","#reliance , #TCS and some of the other largecap stocks benefit from direct inflow from FIIs #Sensex #Nifty
https://t.co/RzKZOZ3FQU",zee has removed all its content from reliance jio infocomm including 35 live tv channels and more than 200 000 hours of video on demand content after failing to arrive at an agreement on price jiohealthhub a health and fitness app of subsidary reliance jio infocomm has partnered with coimbatore based icliniq to expand its presence in the medical consultation app space through a string of tie ups, reliance tcs and some of the other largecap stocks benefit from direct inflow from fiis sensex nifty ,200,0,0.064,0.836,0.101,0.4215,zee has removed all its content from reliance jio infocomm including 35 live tv channels and more than 200 000 hours of video on demand content after failing to arrive at an agreement on price jiohealthhub a health and fitness app of subsidary reliance jio infocomm has partnered with coimbatore based icliniq to expand its presence in the medical consultation app space through a string of tie ups,101,0,0,0.725,0.275,0.6908, reliance tcs and some of the other largecap stocks benefit from direct inflow from fiis sensex nifty
10/08/18,RELIANCE,EQ,1217.95,1211,1215,1202.3,1204,1204.2,1207.99,3581210,"Reliance likely has approached three state-run oil marketing companies to buy petroleum coke from them to fire its $5 bln petcoke gasifiers,RComm Has informed the telecom department that it will shortly furnish bank guarantees worth 774 cr rupees and sell spectrum to Reliance Jio Infocomm, which will meet all future liabilities associated with the airwave",,reliance likely has approached three state run oil marketing companies to buy petroleum coke from them to fire its 5 bln petcoke gasifiers rcomm has informed the telecom department that it will shortly furnish bank guarantees worth 774 cr rupees and sell spectrum to reliance jio infocomm which will meet all future liabilities associated with the airwave,,201,0,0.07,0.899,0.032,-0.3182,reliance likely has approached three state run oil marketing companies to buy petroleum coke from them to fire its 5 bln petcoke gasifiers rcomm has informed the telecom department that it will shortly furnish bank guarantees worth 774 cr rupees and sell spectrum to reliance jio infocomm which will meet all future liabilities associated with the airwave,,,,,,,
13/08/18,RELIANCE,EQ,1204.2,1197.55,1199.95,1182.7,1189.5,1187.7,1191.83,4668159,"Reliance Industries Subsidiary Reliance Brands has purchased an additional 22.18% stake in Genesis Colors for 931.6 mln rupees,Reliance communication Has signed an agreement to transfer its spectrum of 800 MHz band in 22 circles to Reliance Jio Infocomm,Reliance Jio Infocomm to launch broadband service bundled with internet-based television programming starting at about Rs 500 a month",,reliance industries subsidiary reliance brands has purchased an additional 22.18 stake in genesis colors for 931.6 mln rupees reliance communication has signed an agreement to transfer its spectrum of 800 mhz band in 22 circles to reliance jio infocomm reliance jio infocomm to launch broadband service bundled with internet based television programming starting at about rs 500 a month,,202,0,0,0.948,0.052,0.4939,reliance industries subsidiary reliance brands has purchased an additional 22.18 stake in genesis colors for 931.6 mln rupees reliance communication has signed an agreement to transfer its spectrum of 800 mhz band in 22 circles to reliance jio infocomm reliance jio infocomm to launch broadband service bundled with internet based television programming starting at about rs 500 a month,,,,,,,
14/08/18,RELIANCE,EQ,1187.7,1190,1217.2,1184.3,1211.9,1210.6,1203.27,5299536,,,,,,,,,,,,,,,,,,
16/08/18,RELIANCE,EQ,1210.6,1203.25,1216,1195.5,1200,1200.8,1204.69,5982490,"Reliance Brands Limited, a subsidiary of the Company, has purchased an additional 12.56% equity shareholding in Genesis Colors Limited (GCL) for about Rs. 52.77 crore, taking its total stake in GCL to 46.39%.,Reliance Jio has officially started the registration process for acquiring customers for its new optical fibre-based broadband services in the country,Reliance has undertaken a maintenance shutdown of one fluid catalytic cracking unit at Jamnagar. The unit is expected to re-start in two weeks,Reliance Jio Infocomm has launched JioPhone 2 at 2,999 rupees, and it will be available from today, in a flash sale",,reliance brands limited a subsidiary of the company has purchased an additional 12.56 equity shareholding in genesis colors limited gcl for about rs. 52.77 crore taking its total stake in gcl to 46.39 . reliance jio has officially started the registration process for acquiring customers for its new optical fibre based broadband services in the country reliance has undertaken a maintenance shutdown of one fluid catalytic cracking unit at jamnagar. the unit is expected to re start in two weeks reliance jio infocomm has launched jiophone 2 at 2 999 rupees and it will be available from today in a flash sale,,203,6,0.153,3.801,0.046,-0.2935,reliance brands limited a subsidiary of the company has purchased an additional 12.56 equity shareholding in genesis colors limited gcl for about rs.52.77 crore taking its total stake in gcl to 46.39 .reliance jio has officially started the registration process for acquiring customers for its new optical fibre based broadband services in the country reliance has undertaken a maintenance shutdown of one fluid catalytic cracking unit at jamnagar.the unit is expected to re start in two weeks reliance jio infocomm has launched jiophone 2 at 2 999 rupees and it will be available from today in a flash sale,,,,,,,
17/08/18,RELIANCE,EQ,1200.8,1209,1215.4,1200.05,1202.65,1203.75,1208.89,3830992,Reliance arm IMG Reliance has launched its fashion portal targeted at the changing Indian consumers,,reliance arm img reliance has launched its fashion portal targeted at the changing indian consumers,,204,0,0,0.903,0.097,0.128,reliance arm img reliance has launched its fashion portal targeted at the changing indian consumers,,,,,,,
20/08/18,RELIANCE,EQ,1203.75,1207.9,1236.8,1207.65,1235.15,1234.9,1227.54,7607036,Alibaba May Invest $5 Bn In JV With Reliance Retail,,alibaba may invest 5 bn in jv with reliance retail,,205,0,0,1,0,0,alibaba may invest 5 bn in jv with reliance retail,,,,,,,
21/08/18,RELIANCE,EQ,1234.9,1237.25,1251.5,1227,1246.7,1247.2,1244.28,7279641,"Bharti Airtel adds 10,689 users in June. Idea Cellular adds 6.37 mln users in June. Vodafone India adds 275,219 users in June. RJio adds 9.7 mln users in June ",,bharti airtel adds 10 689 users in june. idea cellular adds 6.37 mln users in june. vodafone india adds 275 219 users in june. rjio adds 9.7 mln users in june ,,206,6,0,4,0,0,bharti airtel adds 10 689 users in june.idea cellular adds 6.37 mln users in june.vodafone india adds 275 219 users in june.rjio adds 9.7 mln users in june,,,,,,,
23/08/18,RELIANCE,EQ,1247.2,1246.3,1274,1238.4,1266.9,1269.45,1259.12,7968123,"Reliance Communications Completes The Sale Of Mcns And Related Infrastructure Assets,Worth Rs. 2,000 Crore, To Reliance Jio Infocomm",,reliance communications completes the sale of mcns and related infrastructure assets worth rs. 2 000 crore to reliance jio infocomm,,207,1,0,1.753,0.247,0.3818,reliance communications completes the sale of mcns and related infrastructure assets worth rs.2 000 crore to reliance jio infocomm,,,,,,,
24/08/18,RELIANCE,EQ,1269.45,1265.25,1279.95,1260.05,1277,1277.5,1271.78,6652005,,,,,,,,,,,,,,,,,,
27/08/18,RELIANCE,EQ,1277.5,1279.4,1295.85,1278.75,1292,1291.5,1290.31,5572177,Reliance Subsidiary Reliance Brands has bought a further 3.07% stake in Genesis Colors for 83.2 mln rupees,,reliance subsidiary reliance brands has bought a further 3.07 stake in genesis colors for 83.2 mln rupees,,208,0,0,1,0,0,reliance subsidiary reliance brands has bought a further 3.07 stake in genesis colors for 83.2 mln rupees,,,,,,,
28/08/18,RELIANCE,EQ,1291.5,1296,1323,1295,1322.5,1319,1311.31,8694751,,,,,,,,,,,,,,,,,,
29/08/18,RELIANCE,EQ,1319,1316.3,1329,1290.2,1293.9,1294.2,1309.99,11077203,,"#Reliance ARC chooses NCDs to raise money
#ETMarkets
https://t.co/xqEADqOvzl",, reliance arc chooses ncds to raise money etmarkets ,,,,,,,,102,0,0,1,0,0, reliance arc chooses ncds to raise money etmarkets
30/08/18,RELIANCE,EQ,1294.2,1293.6,1297.15,1270.45,1277,1274.45,1278.51,9850042,Reliance Industries to expand operations in Uttarakhand,,reliance industries to expand operations in uttarakhand,,209,0,0,0.723,0.277,0.3182,reliance industries to expand operations in uttarakhand,,,,,,,
